863.23,399,125.22,122.45
986.85,397.56,125.18,122.74
1110.5,396.13,125.14,123.02
1234.1,394.7,125.1,123.31
1357.7,393.27,125.06,123.59
1481.4,391.84,125.02,123.88
1605,390.41,124.97,124.17
1728.6,388.98,124.93,124.45
864.86,522.59,125.18,122.74
988.45,521.45,125.14,123.02
1112,520.3,125.1,123.31
1235.6,519.16,125.06,123.59
1359.2,518.01,125.02,123.88
1482.8,516.87,124.97,124.17
1606.4,515.72,124.93,124.45
1730,514.58,124.89,124.74
866.5,646.18,125.14,123.02
990.04,645.33,125.1,123.31
1113.6,644.47,125.06,123.59
1237.1,643.61,125.02,123.88
1360.7,642.75,124.97,124.17
1484.2,641.89,124.93,124.45
1607.8,641.03,124.89,124.74
1731.3,640.18,124.85,125.03
868.13,769.78,125.1,123.31
991.64,769.21,125.06,123.59
1115.1,768.63,125.02,123.88
1238.6,768.06,124.97,124.17
1362.1,767.49,124.93,124.45
1485.6,766.92,124.89,124.74
1609.2,766.35,124.85,125.03
1732.7,765.77,124.81,125.31
869.77,893.37,125.06,123.59
993.23,893.09,125.02,123.88
1116.7,892.8,124.97,124.17
1240.2,892.52,124.93,124.45
1363.6,892.23,124.89,124.74
1487.1,891.94,124.85,125.03
1610.5,891.66,124.81,125.31
1734,891.37,124.77,125.6
1121.5,1110.2,123.15,122.98
1244.8,1109.3,123.29,123.01
1368.2,1108.5,123.44,123.05
1491.5,1107.7,123.59,123.09
1614.8,1106.9,123.73,123.12
1738.2,1106.1,123.88,123.16
1861.5,1105.3,124.02,123.2
1984.8,1104.4,124.17,123.23
2108.2,1103.6,124.31,123.27
1121.2,1233.9,123.29,123.01
1244.7,1233.1,123.44,123.05
1368.1,1232.4,123.59,123.09
1491.6,1231.6,123.73,123.12
1615.1,1230.8,123.88,123.16
1738.6,1230,124.02,123.2
1862,1229.2,124.17,123.23
1985.5,1228.4,124.31,123.27
2109,1227.7,124.46,123.3
1120.9,1357.7,123.44,123.05
1244.5,1356.9,123.59,123.09
1368.1,1356.2,123.73,123.12
1491.7,1355.4,123.88,123.16
1615.3,1354.7,124.02,123.2
1739,1353.9,124.17,123.23
1862.6,1353.2,124.31,123.27
1986.2,1352.5,124.46,123.3
2109.8,1351.7,124.6,123.34
1120.5,1481.4,123.59,123.09
1244.3,1480.7,123.73,123.12
1368.1,1480,123.88,123.16
1491.8,1479.3,124.02,123.2
1615.6,1478.6,124.17,123.23
1739.4,1477.9,124.31,123.27
1863.1,1477.2,124.46,123.3
1986.9,1476.5,124.6,123.34
2110.7,1475.8,124.75,123.38
1120.2,1605.2,123.73,123.12
1244.1,1604.5,123.88,123.16
1368,1603.8,124.02,123.2
1491.9,1603.2,124.17,123.23
1615.9,1602.5,124.31,123.27
1739.8,1601.8,124.46,123.3
1863.7,1601.2,124.6,123.34
1987.6,1600.5,124.75,123.38
2111.5,1599.8,124.89,123.41
