852.76,378.39,121.61,127.15
976.66,380.7,121.78,127.04
1100.6,383.02,121.94,126.93
1224.5,385.33,122.1,126.82
1348.4,387.64,122.27,126.71
1472.3,389.96,122.43,126.6
1596.2,392.27,122.59,126.49
1720.1,394.59,122.76,126.39
1844,396.9,122.92,126.28
850.31,503.33,121.78,127.04
974.38,505.54,121.94,126.93
1098.4,507.74,122.1,126.82
1222.5,509.95,122.27,126.71
1346.6,512.15,122.43,126.6
1470.6,514.36,122.59,126.49
1594.7,516.56,122.76,126.39
1718.8,518.77,122.92,126.28
1842.8,520.97,123.08,126.17
847.86,628.27,121.94,126.93
972.09,630.37,122.1,126.82
1096.3,632.47,122.27,126.71
1220.5,634.56,122.43,126.6
1344.8,636.66,122.59,126.49
1469,638.75,122.76,126.39
1593.2,640.85,122.92,126.28
1717.5,642.95,123.08,126.17
1841.7,645.04,123.25,126.06
845.41,753.22,122.1,126.82
969.8,755.2,122.27,126.71
1094.2,757.19,122.43,126.6
1218.6,759.18,122.59,126.49
1343,761.17,122.76,126.39
1467.4,763.15,122.92,126.28
1591.8,765.14,123.08,126.17
1716.2,767.13,123.25,126.06
1840.5,769.11,123.41,125.95
842.96,878.16,122.27,126.71
967.52,880.04,122.43,126.6
1092.1,881.92,122.59,126.49
1216.6,883.79,122.76,126.39
1341.2,885.67,122.92,126.28
1465.7,887.55,123.08,126.17
1590.3,889.43,123.25,126.06
1714.8,891.31,123.41,125.95
1839.4,893.19,123.57,125.84
835.61,1086.4,122.4,128.2
959.9,1088.8,122.47,128.02
1084.2,1091.3,122.54,127.85
1208.5,1093.7,122.61,127.67
1332.8,1096.2,122.68,127.5
1457.1,1098.6,122.75,127.32
1581.3,1101.1,122.82,127.15
833.65,1212.3,122.47,128.02
958.01,1214.6,122.54,127.85
1082.4,1216.9,122.61,127.67
1206.7,1219.1,122.68,127.5
1331.1,1221.4,122.75,127.32
1455.4,1223.7,122.82,127.15
1579.8,1226,122.89,126.97
831.69,1338.2,122.54,127.85
956.12,1340.3,122.61,127.67
1080.5,1342.4,122.68,127.5
1205,1344.5,122.75,127.32
1329.4,1346.6,122.82,127.15
1453.8,1348.7,122.89,126.97
1578.3,1350.8,122.96,126.8
829.73,1464.2,122.61,127.67
954.23,1466.1,122.68,127.5
1078.7,1468,122.75,127.32
1203.2,1469.9,122.82,127.15
1327.7,1471.9,122.89,126.97
1452.2,1473.8,122.96,126.8
1576.7,1475.7,123.03,126.62
827.77,1590.1,122.68,127.5
952.34,1591.8,122.75,127.32
1076.9,1593.6,122.82,127.15
1201.5,1595.3,122.89,126.97
1326,1597.1,122.96,126.8
1450.6,1598.8,123.03,126.62
1575.2,1600.6,123.1,126.45
